customer_id,user_id,customer_type,preferred_category_id
415c5186-549e-44e9-9132-6d158175f5c1,bfa65fe6-cae4-4468-a097-7eff86b15702,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
7da7a7d5-e468-4f10-a91c-c07fd503dc72,ca795e73-44e4-4efe-87ab-954171a15614,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
4be287a3-4af7-4b0f-93da-1215dbbe7007,e386a3c5-3a6c-498a-9a5d-5a6ea42112bf,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f685a52e-f09f-45e3-b296-668bbb414f9f,b2eca3be-a0ed-4716-a79c-bdcbe1f439e5,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f3fa5f28-5d69-41fc-a0e8-369ed44442f3,8a6fad25-d5d1-487a-aa09-47cdfa53d6d5,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
94141fff-971c-4f52-8395-528bde27315a,866abab3-c39c-4a4f-b42e-9d05351579d0,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
37bb059b-5e8d-42e0-9849-022dce333f74,0b7a23c6-fb4d-4e8a-96b8-f531ed36dd76,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
9f45ad9e-b71e-4c60-9339-d23440eeb9ec,5e70f21a-b105-443c-a6b1-75c5b4fecdea,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
c10ab049-f2a7-46b2-b4fb-24d4a0618ba0,d8afda4f-ac34-4766-8814-f2ae9cd7f036,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
ade771d7-33ad-4f40-b456-f0a9fee988ff,14e0229e-740d-4749-8f87-c84ae44563b9,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
d4948ab5-15b7-42a9-a4d8-4c92da1b486c,d8991e0a-550a-40f2-ac3a-6bb411f7b244,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
60bce0c4-e075-416e-b530-453c6922b587,3177fd8c-3c78-4181-923a-ada1abc5683d,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
5146f581-8c3c-4ddb-a6bf-90392f31cff7,6d62093c-4881-436d-9dbb-8be1ab3e01bd,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
6e8429bb-4b3a-4f9f-90fd-1714a5be004d,57dfeed4-7cb8-4f90-95ec-677d5aed5030,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
56422f53-2ae2-4b6f-b750-b63ee1e07845,194980c6-ab50-456b-b413-6ba0c3977fd1,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2553a9ec-9e91-4594-92cb-e95a45580b2c,57a031d5-4128-4e4b-be72-ef58a6d0646d,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
6a46c140-d217-4b21-a864-dcc86a03328e,d562c4b0-fcda-4fb8-95e7-79d2873929f8,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2631bbc2-340f-4a9a-a752-4cec04e400d2,55e4c2ef-ce2e-4d3d-bf4f-f4db8859a226,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
c3df3a50-2251-45a6-883f-032b8033f52e,8eaa2275-4be4-494c-8e4c-74c9c8b790e2,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
3fe7f558-21bf-4ff6-8746-47c0323cafb0,19657683-a7ff-4f18-9ff4-8676d7564a7d,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
db2f9e6e-c99d-4f6e-8640-8a7f9ee121bc,c62aefb7-99a1-470d-a739-2548c56f037b,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2434510b-4b97-4d29-92d1-a8c111c4d0b8,d27bd19e-147b-4294-85f6-1287c07f4487,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
300ccb51-269e-4dad-bbd7-bc4d6f1214bf,8cc68618-6851-4bc6-8aa9-322d95f2455c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
ad765317-0ae5-4394-9861-e51d92a1fcc6,513eab4a-284b-4b90-9313-39597aca2be8,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f0727e5c-5d1e-4ea7-aa00-d6053f839ba3,bff6c93b-2463-4ffe-ae1f-684344088eca,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
d42e4be4-b29c-47fe-a1b3-8255948344ac,2a909503-451a-4227-b05a-2ffc93421c21,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
db1b9299-96df-4fd8-932c-3ad6613bc967,1bcc0fad-47bc-490a-8e60-91b12480e754,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
fc895620-c446-471c-972e-18f4ce979e28,e8e8213b-d390-44b2-b341-4fdf7afdf02b,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
389a7839-5278-4984-bbc6-7d40b80eec74,ce1a503a-fa40-43e9-b1ec-600108824f4e,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f93c5b61-46df-44b0-a718-571307f2d308,72b0e980-22fb-4f4e-8ab8-db19ae696ae2,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
6d807f3a-a6f7-4bd1-9559-7d534e353dc6,f5d202e7-d77e-445e-b9fa-c7b86435e7e0,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
fae7e454-f146-44cd-a680-3dfc2879df45,d60247f6-aba1-4f23-8e16-5988c9a87ec7,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
4cd53847-8857-4983-ab6f-bbf44a1f863e,6d17e7e2-07bb-4492-be83-c123a64619fd,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
8e5d4ae9-8fb2-45af-aae1-40e41e752b6e,d13f03d0-f96b-4419-897b-838e2b8eaee0,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
919278a5-6e46-4b47-9a6b-d4022e747c9f,908ea461-c626-49b6-8e23-f4bce8d99406,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2452f2d6-197b-45dd-ab0a-992a1ab8cccf,34bef981-1e45-4a9c-8874-896b3038c882,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
3e64ba62-388a-44c4-9030-88a74444d90a,b3e95514-4e45-4223-a9bc-74a09a63de66,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
47627f78-25a8-49b8-baed-67cc7cb51cc3,053d180f-6f59-4652-be0d-e006539b9f79,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
62e301a3-cc55-44ee-8d66-0cdb6a5d0c0d,cc3536f1-ec83-4612-bc52-057dbce7ab68,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
de21c2a0-a0e1-4757-a095-0016eb816242,19c21040-bf10-4fd9-86a5-9342d7b111dc,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
6cc675f4-9587-41d6-91e3-899f396beab1,57004c9d-56fe-48e9-9399-d278ccd80478,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
4ce2d3cb-b864-40e5-96a5-3e0877928c39,9f443bf7-0e85-423b-90e6-eb1174f297e6,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
22ad31f1-df1a-4f97-8257-b9b75387027c,368152d3-2bbc-4220-ae10-b907419844b6,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
9a5217aa-9f63-4c33-a507-b5fcd2e8ffdf,6ece3927-e8b8-4a98-a58d-70519d24c1be,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
83ef1d8a-fe41-4801-b538-6bb6b990fabd,b3bfe8f1-e9f1-4d3b-a015-0adf1b1e0cfc,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
31029486-3cd3-4020-ad98-4aff05d029d1,9f533436-cee1-440e-b86f-fe34a021f6a2,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
7d95baf6-9014-479f-825c-8329b36563da,1c4cf2bc-ef56-463a-9b96-09672c27ee20,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
081e8113-878b-4022-8cdf-0bfc6dda5167,3222469d-4132-45e8-9295-4c8a04a60798,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
46ed7332-a6b6-4f08-ae6b-4ce2687249fc,d589e9b9-3a4b-48a6-b51a-ae989061d192,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
8b9f7985-5ef6-485d-959c-fd171563bb8a,eedc2708-1df0-4a75-86aa-8f7eed87fea2,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
e47d2dca-4d7f-4788-8ee9-e5c35611e94b,7700709f-d0c8-4a98-8b3a-bba5da377121,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
c5863af9-c9cd-463d-94a8-8e69adf4f214,3ceaf4f6-78b0-4f1b-af10-fd29769e06da,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
83cf8df8-0344-41ec-a14f-761cb61a2216,d3450dd4-dfec-4248-8543-094134634518,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2cf4a458-4875-48b9-a84f-9b99b9d0a431,1fc8658c-21f7-4360-8240-d5a3e810318a,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
b09d5ed6-293f-4eb8-8466-17829480dcad,b5fb5987-cf92-45aa-ac68-a63535aaf2ee,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
72ecbbbb-d28d-4a25-96a1-984662445dc9,51e7ccc1-427d-4d53-ab6d-ea26c5adf275,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
b1ba019f-b1ec-4fca-ba4f-a5214a80c769,4ebc16aa-3544-450a-8fa2-d85a2b989e22,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2d5f4ff2-140c-462a-8b95-5a76ea34ecfc,3a58b2ff-4687-4371-bc69-57610a6a50c5,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
d6a9e0ef-4132-46ef-a0f7-d7997a803afe,0b0a991b-00e2-45d4-881d-5b369c8de8eb,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
331a2b18-7771-4c8f-babb-5457498c239b,03957489-a631-41f1-ad0b-e57a2163c945,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
c115ff2f-0c98-4983-bf03-167384d2903e,09dd2bed-32b2-4101-b940-fbc64f851b14,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
3d14145a-752d-4dd5-907f-f375242af193,c26d22f8-f9bf-486b-b7ee-5806b6c894cf,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
4fb3055e-a3e6-409f-b75b-aa457c4a89bd,08cf1318-f2cd-44ba-9f69-e2ed83abf386,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
95381c19-145e-4e11-ab3f-3555b2a07941,0a1a73a8-703d-45ac-b98d-f3650b95942b,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f6fcd7a9-a8f0-457c-b9f3-018c8b01391b,593749dd-d60e-4233-9255-f4f4460358ca,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f8eb34db-1687-4a4b-802f-8c5bdb2bce45,b009799b-fcac-44fb-9bdf-22a937fe452b,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
8db95983-f362-4452-a960-11964662f0bf,e725698a-73ff-4a06-83df-dacf46a96813,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
8408401e-694d-4008-bd1a-d0d90d78d6f5,bf189b0d-4b93-44d5-8da8-05bff4b21b85,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
9f9b965f-1f61-4e93-9afb-80390aafca75,fbff22a4-f493-4de3-81e3-b1a096b7fe41,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
8a27105f-d9e0-49ad-84fc-41ff5c010769,a7022217-17e5-4e35-9744-8361f0f19821,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
73f3bb61-7aac-49e3-af05-f2dd383f2102,bdfae024-05ab-45e5-bd20-be4f83c4e5c8,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
a48897e5-afe2-4878-9f39-28e08c18ddcb,03ed92dd-038e-481d-972c-2145868f903f,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
74293659-a2ab-4c3c-8f72-343b020d30cd,3b67a860-8524-4b75-8aa4-dcf1574ad09c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
4389ea33-33a4-4982-a079-831f1db05fe0,e80e0b0b-349f-454d-a204-881b2021f2c2,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
cb2e8316-e933-46d4-bc5c-faec0025b694,667d6422-96b9-454f-8f84-7e32c382165c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
2bb1023a-5b81-4303-93bc-cb12a3d235c1,3eff24e9-8e84-4950-8b7f-cd6c5cfc6d1c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
980bcd07-414b-453e-9d08-9192eb3691d7,a0f236c9-24b6-48c0-ad49-aa5b5eec158e,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
96ff7a29-0702-4bf2-a51e-c30b5063cf7e,d665519c-efa0-4b46-a855-c0c107bd9c6a,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
a2b79504-3575-4d94-9af6-c8b119b11e3c,f60372bd-e431-49d9-bb16-8e677a5c8a66,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
d3decbad-0acb-4217-99cd-e65ee1a9a9d3,376caca4-845a-4ab7-8e6d-f293f3a8abc8,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
ef4899c4-bfed-4167-8c46-2982a90da36a,38db675b-2c08-410d-855b-23a4f313aea7,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
c6c9aed7-1f10-439d-88ec-8f5b1b4f748f,8166097f-4ebd-4bb8-bb8c-1dec6fafbafd,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
fc58c463-84fd-4548-9e91-513ebe48d753,22f49894-baf2-4f8f-b799-0cc6f9fc9bdd,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f4dee32c-e6d8-4c67-95a9-f63a4e41f5e8,120fccb6-00a1-4449-bd47-31ca0423099c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
fc932934-07d4-4feb-bf60-af1355a4a785,3e487fdd-44a6-425b-947e-69f8e01a0725,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
f308caa4-09a7-467f-8beb-1b6ccce38d25,4a28ef9c-ee7a-477a-82b7-ada32b72da22,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
06cbec87-9334-4ba7-98dd-3153ec769b66,6c673b55-a511-4862-9c51-d874430e6777,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
6b34b498-54a0-4051-903e-b9197aa9de94,d8331734-4431-4cda-b3d8-20abedb7105e,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
bcfcf609-ddfe-447a-98fc-c66e9233f0b4,bc9ff18d-2d26-4e2d-b8c2-adae8ced7f2c,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
98306353-57df-4dac-89d8-6435f4d3fb6a,313db823-5c37-4e01-930a-5732364aad2e,INDIVIDUAL_RESIDENT,60000000-0000-0000-0000-000000000001
